english,malayalam
"We cannot promise the study will help your child (you or your family member), but the information we get from the study may help other patients and contribute to better understanding of the new infection and the healthcare associated with that.","ഈ പഠനം നിങ്ങളുടെ കുട്ടിയെ (നിങ്ങളെയോ നിങ്ങളുടെ കുടുംബാംഗത്തെയോ) സഹായിക്കുമെന്ന് ഞങ്ങൾക്ക് ഉറപ്പുനൽകാൻ കഴിയില്ല, പക്ഷേ പഠനത്തിൽ നിന്ന് ലഭിക്കുന്ന വിവരങ്ങൾ, മറ്റ് രോഗികളെ സഹായിക്കുകയും പുതിയ അണുബാധയെക്കുറിച്ചും അതുമായി ബന്ധപ്പെട്ട ആരോഗ്യ സംരക്ഷണത്തെക്കുറിച്ചും നന്നായി മനസ്സിലാക്കാൻ സഹായിക്കുകയും ചെയ്യാം."
"As per the previously published studies, there was no serious adverse event is reported related to the injection of cells. Therefore, we do not expect any injury to happen to you but if you do develop any side effects or problems that arrive due to this study will be treated at no cost to you. If there is a permanent injury determined to be due to this treatment you will be provided compensation by the insurance as per rules.","മുമ്പ് പ്രസിദ്ധീകരിച്ച പഠനമനുസരിച്ച്, കോശങ്ങളുടെ കുത്തിവയ്പ്പുമായി ബന്ധപ്പെട്ട് ഗുരുതരമായ പ്രതികൂല സംഭവങ്ങളൊന്നും റിപ്പോർട്ട് ചെയ്യപ്പെട്ടിട്ടില്ല. അതിനാൽ, നിങ്ങൾക്ക് എന്തെങ്കിലും പരിക്ക് സംഭവിക്കുമെന്ന് ഞങ്ങൾ പ്രതീക്ഷിക്കുന്നില്ല, എന്നാൽ നിങ്ങൾ ഏതെങ്കിലും പാർശ്വഫലങ്ങൾ ഉണ്ടാക്കുകയോ അല്ലെങ്കിൽ ഈ പഠനം മൂലം ഉണ്ടാകുന്ന പ്രശ്നങ്ങൾ എന്നിവ ഉണ്ടാക്കുകയോ ചെയ്താൽ നിങ്ങള്‍ക്ക് അത് സംബന്ധിച്ചുള്ള ചികിത്സ സൌജന്യമായിരിക്കും. ഈ ചികിത്സ കാരണം സ്ഥിരമായ ഒരു പരിക്ക് ഉണ്ടായതായി ബോധ്യപ്പെട്ടാല്‍, നിയമപ്രകാരം നിങ്ങള്‍ക്കുള്ള നഷ്ടപരിഹാരം ഇൻഷുറൻസ് കമ്പനി നൽകുന്നതായിരിക്കും ."
"Ans. The results of this study will be published in a medical journal but you will not be identified by name in any publication or presentation of results. However, your medical notes may be reviewed by people associated with the study, without your additional permission, should you decide to participate in this study.","ഉത്തരം. ഈ പഠനത്തിന്റെ ഫലങ്ങൾ ഒരു മെഡിക്കൽ ജേണലിൽ പ്രസിദ്ധീകരിക്കും, പക്ഷേ ഏതെങ്കിലും പ്രസിദ്ധീകരണത്തിലോ ഫലങ്ങളുടെ അവതരണത്തിലോ നിങ്ങളുടെ പേര് തിരിച്ചറിയാൻ കഴിയില്ല. എന്നിരുന്നാലും, ഈ പഠനത്തിൽ പങ്കെടുക്കാൻ നിങ്ങൾ തീരുമാനിക്കുകയാണെങ്കിൽ, നിങ്ങളുടെ അധിക അനുമതിയില്ലാതെ, പഠനവുമായി ബന്ധപ്പെട്ട ആളുകൾ നിങ്ങളുടെ മെഡിക്കൽ കുറിപ്പുകൾ അവലോകനം ചെയ്തേക്കാം."
Thank you for considering participating in our study. Your contribution is valuable to advancing medical knowledge and improving patient care.,ഞങ്ങളുടെ പഠനത്തിൽ പങ്കെടുക്കുന്നത് പരിഗണിച്ചതിന് നന്ദി. മെഡിക്കൽ പരിജ്ഞാനം മെച്ചപ്പെടുത്തുന്നതിനും രോഗി പരിചരണം മെച്ചപ്പെടുത്തുന്നതിനും നിങ്ങളുടെ സംഭാവന വിലപ്പെട്ടതാണ്.
"1. Acknowledges illness but attributes cause to bad food, climate, overwork, virus, need for rest, etc.","1. അസുഖത്തെ അംഗീകരിക്കുന്നു, എന്നാൽ മോശം ഭക്ഷണം, കാലാവസ്ഥ, അമിത ജോലി, വൈറസ്, വിശ്രമത്തിന്റെ ആവശ്യം മുതലായവയ്ക്ക് കാരണമാകുന്നു."
Yes. There is no direct benefit for you. But the information that we get from the study can be used to change our treatment practices if found necessary.,അതെ. നിങ്ങൾക്ക് നേരിട്ട് ഒരു പ്രയോജനവുമില്ല. എന്നാൽ പഠനത്തിൽ നിന്ന് ലഭിക്കുന്ന വിവരങ്ങൾ ആവശ്യമെങ്കിൽ നമ്മുടെ ചികിത്സാ രീതികളിൽ മാറ്റം വരുത്താൻ ഉപയോഗിക്കാം.
"9. Can I opt-out, once the trial has been started?",9. ട്രയൽ‌ ആരംഭിച്ചുകഴിഞ്ഞാൽ‌ എനിക്ക് ഒഴിവാക്കാൻ‌ കഴിയുമോ? പരീക്ഷണം‌ ആരംഭിച്ചുകഴിഞ്ഞാൽ‌ എനിക്ക് ഒഴിവാകാന്‍ കഴിയുമോ?
10. Will the cells from my body be stored for future use?,10. എന്റെ ശരീരത്തിൽ നിന്നുള്ള സെല്ലുകൾ ഭാവിയിലെ ഉപയോഗത്തിനായി സംഭരിക്കുമോ?
Will you have to pay for the study?,പഠനത്തിനായി നിങ്ങൾ പണം നൽകേണ്ടിവരുമോ?
9. Will your personal details be kept confidential?,9. നിങ്ങളുടെ സ്വകാര്യ വിശദാംശങ്ങൾ രഹസ്യമായി സൂക്ഷിക്കുമോ?
Will your details be kept confidential?,നിങ്ങളുടെ വിശദാംശങ്ങൾ രഹസ്യമായി സൂക്ഷിക്കുമോ?
12. Will the cells from my body be stored for future use?,12. എന്റെ ശരീരത്തിൽ നിന്നുള്ള കോശങ്ങള്‍ ഭാവിയിലെ ഉപയോഗത്തിനായി സംഭരിക്കുമോ?
Should I definitely have to take part in this study?,ഞാൻ തീർച്ചയായും ഈ പഠനത്തിൽ പങ്കെടുക്കേണ്ടതുണ്ടോ?
9) Will taking part in the study cost me anything and will I be paid?,"9) പഠനത്തിൽ പങ്കെടുക്കുന്നത് എനിക്ക് എന്തെങ്കിലും ചെലവാകുമോ, അല്ലെങ്കില്‍ എനിക്ക് പ്രതിഫലം ലഭിക്കുമോ?"
Can anything bad happen if I am in this study?,ഞാൻ ഈ പഠനത്തിലാണെങ്കിൽ എന്തെങ്കിലും ദോഷം സംഭവിക്കുമോ?
Are there any risks to participate in this study?,ഈ പഠനത്തിൽ പങ്കെടുക്കുന്നത് കൊണ്ട് എന്തെങ്കിലും അപകട സാധ്യതയുണ്ടോ?
10. Will I have to pay for the surgery?,10. ശസ്ത്രക്രിയയ്ക്ക് ഞാൻ പണം നൽകേണ്ടിവരുമോ?
Do I need to give consent in order to participate?,പഠനത്തില്‍ പങ്കെടുക്കുന്നതിന് ഞാൻ സമ്മതം നൽകേണ്ടതുണ്ടോ?
Will my child’s personal details be kept confidential?,എന്റെ കുട്ടിയുടെ സ്വകാര്യ വിശദാംശങ്ങൾ രഹസ്യമായി സൂക്ഷിക്കുമോ?
