english,malayalam
"In solutions at room temperature, the four cyclic isomers interconvert over a time scale of hours in a process called mutarotation.",സാധാരണ താപനിലയിൽ ലായനികളിൽ മ്യൂട്ടാറൊട്ടേഷന്‍ എന്ന മണിക്കൂറുകളെടുക്കുന്ന ഒരു പ്രക്രിയയിൽ നാല് ചാക്രിക ഐസോമറുകളും പരസ്പരം മാറുന്നു.
The sense coil is a differential current transformer that surrounds (but is not electrically connected to) the live and neutral conductors.,ലൈവും ന്യൂട്രലും കണ്ടക്ടറുകളെ വലയം ചെയ്യുന്ന (എന്നാൽ വൈദ്യുതീപരമായി ബന്ധിപ്പിക്കാത്ത) ഒരു ഡിഫറൻഷ്യൽ കറൻ്റ് ട്രാൻസ്ഫോർമറാണ് സെൻസ് കോയിൽ.
"In the spongy mesophyll of a leaf, parenchyma cells range from near-spherical and loosely arranged with large intercellular spaces to branched or stellate, mutually interconnected with their neighbors at the ends of their arms to form a three-dimensional network, like in the red kidney bean Phaseolus vulgaris and other mesophytes.","ഒരു ഇലയുടെ സ്പോഞ്ചുപോലുള്ള മെസോഫിലിൽ, ചുവന്ന വൃക്കരൂപത്തിലുള്ള പയറായ ഫാസിയോലസ് വൾഗാരിസിലും മറ്റ് മിസോഫൈറ്റുകളിലും ഉള്ളതുപോലെ, കൈകളുടെ അറ്റത്തിലൂടെ അടുത്തുള്ളവയുമായി പരസ്പരം ബന്ധപ്പെട്ട് ഒരു ത്രിമാനശൃംഖല തീർക്കുന്ന, ഗോളസമാനമായ ആകൃതിവ മുതൽ ശാഖകളുള്ളതോ നക്ഷത്രാകൃതിയിലുള്ളതോ ആയ പരൻകമ കോശങ്ങൾ വരെയുണ്ട്."
"Although Thomas precession (net rotation after a trajectory that returns to its initial velocity) is a purely kinematic effect, it only occurs in curvilinear motion and therefore cannot be observed independently of some external force causing the curvilinear motion, such as that caused by an electromagnetic field, a gravitational field, or a mechanical force, so Thomas precession is usually accompanied by dynamical effects.","തോമസ് പ്രിസെഷൻ (പ്രാരംഭവേഗതയിലേക്ക് മടങ്ങുന്ന ഒരു സഞ്ചാരപഥത്തിന് ശേഷമുള്ള നെറ്റ് റൊട്ടേഷൻ ) ഒരു കേവലം ചലനാത്മകമായ പ്രഭാവമാണെങ്കിലും, അത് വക്രരേഖീയമായ ചലനത്തിൽ മാത്രം സംഭവിക്കുന്നതും അതിനാൽ വക്രരേഖീയമായ ചലനമുണ്ടാക്കുന്ന വൈദ്യുതകാന്തിക മണ്ഡലം, ഗുരുത്വാകർഷണ മണ്ഡലം, മെക്കാനിക്കൽ ബലം തുടങ്ങിയ ബാഹ്യബലത്തിൽനിന്ന് സ്വതന്ത്രമായി നിരീക്ഷിക്കാനാകാത്തതും ആയതിനാൽ തോമസ് പ്രിസെഷൻ സാധാരണമായി ചലനാത്മക പ്രഭാവങ്ങളോടൊപ്പം സംഭവിക്കുന്നതാണ്."
"Unlike a traditional incandescent lamp, an LED will only light when voltage is applied in the forward direction of the diode.",പരമ്പരാഗതമായ ചൂടുകൊണ്ട് ജ്വലിക്കുന്ന വിളക്കിൽനിന്ന് വ്യത്യസ്തമായി ഡയോഡിൻ്റെ മുന്നോട്ടുള്ള ദിശയിൽ വോൾട്ടേജ് കൊടുത്താൽ മാത്രമേ എൽ. ഇ. ഡി പ്രകാശിക്കുകയുള്ളൂ.
"Two prints, each carrying either the right or left eye view, had to be synced up in projection using an external selsyn motor.",ഓരോന്നും വലത്തേ കണ്ണിൽനിന്നോ ഇടത്തേ കണ്ണിൽനിന്നോ ഉള്ള കാഴ്ച ഉൾക്കൊള്ളുന്നവയായ രണ്ട് പ്രിൻ്റുകൾ ഒരു ബാഹ്യ സെൽസൈൻ മോട്ടോർ ഉപയോഗിച്ച് പ്രൊജക്ഷനിൽ ഒരുമിച്ച് ചേർക്കണമായിരുന്നു.
"When machine learning techniques are initially used in new applications or industries, there is often not enough training data available to apply traditional processes.",പുതിയ ആപ്പ്ളിക്കേഷനുകളിലോ വ്യവസായങ്ങളിലോ മെഷീൻ ലേണിംഗ് സാങ്കേതികവിദ്യകൾ ആദ്യമായി ഉപയോഗിക്കുമ്പോൾ പരമ്പരാഗതമായ പ്രക്രിയകൾ നടപ്പിലാക്കാൻ മതിയായ ട്രെയിനിങ് ഡാറ്റ പലപ്പോഴും ലഭ്യമായിരിക്കുകയില്ല.
"Once trained, such a model can detect synonymous words or suggest additional words for a partial sentence.",ഒരിക്കൽ പരിശീലനം നൽകപ്പെട്ടാൽ അത്തരത്തിലുള്ളൊരു മോഡലിന് ഒരു ഭാഗികവാക്യത്തിനായി പര്യായപദങ്ങൾ കണ്ടുപിടിക്കാനോ കൂട്ടിച്ചേർക്കാവുന്ന വാക്കുകൾ നിർദേശിക്കാനോ കഴിയും.
"It is published by Encyclopedia Britannica, Inc.; the company has existed since the 18th century, although it has changed ownership various times through the centuries.",എൻസൈക്ലോപീഡിയ ബ്രിട്ടാനിക്കാ ഇൻകോർപറേറ്റഡ് ആണ് അത് പ്രസിദ്ധീകരിച്ചത്; ഈ കമ്പനി പതിനെട്ടാംനൂറ്റാണ്ടുമുതൽ നിലനിൽക്കുന്നതാണെങ്കിലും അതിൻ്റെ ഉടമസ്ഥാവകാശം നൂറ്റാണ്ടുകൾ കടന്നുപോകവേ പലതവണ കൈമാറ്റം ചെയ്യപ്പെട്ടിട്ടുണ്ട്.
"10 years after the film's release, Arbaaz Khan stated in an interview that the film's budget was hiked from 30 crore (equivalent to 57 crore or US$7.2 million in 2020) to 49 crore (equivalent to 93 crore or US$12 million in 2020), leading to few losses for him, but after the monumental success, he paid the salary for Salman Khan.","ചിത്രം പുറത്തിറങ്ങി 10 വര്‍ഷത്തിനു ശേഷം നല്‍കിയ ഒരു അഭിമുഖത്തില്‍ അര്‍ബാസ് ഖാന്‍, 30 കോടി (2020ല്‍ 57 കോടി അല്ലെങ്കില്‍ 7.2 ദശലക്ഷം അമേരിക്കന്‍ ഡോളര്‍) യായിരുന്ന ചിത്രത്തിൻ്റെ ബജറ്റ് 49കോടി (2020ല്‍ 93 കോടി അല്ലെങ്കില്‍ 12 ദശലക്ഷം അമേരിക്കന്‍ ഡോളര്‍) യായി തനിക്ക് കുറച്ച് നഷ്ടമുണ്ടാക്കിക്കൊണ്ട് ഉയർത്തിയതായും, പക്ഷെ ചിത്രത്തിൻ്റെ ഗംഭീരവിജയത്തെത്തുടർന്ന് സല്‍മാന്‍ ഖാന് ശമ്പളം നൽകിയതായും പറഞ്ഞു."
"A battle-hardened and rebellious Indian Army officer goes in search of his ex-girlfriend's child, who is mysteriously kidnapped.",ഏറെ യുദ്ധങ്ങളാൽ ദാർഢ്യം നേടിയവനും വഴങ്ങാത്തവനുമായ ഒരു ഇന്ത്യന്‍ ആര്‍മി ഓഫീസര്‍ തന്‍റെ പൂര്‍വകാമുകിയുടെ ദുരൂഹമായി തട്ടിക്കൊണ്ടുപോകപ്പെട്ട കുട്ടിയെ തേടിപ്പോകുന്നു.
"About a thousand and thirty Gujarati films were made between 1932 and 2011, but very few are archived.",1932 നും 2011 നും ഇടയില്‍ ഏതാണ്ട് ആയിരത്തി മുപ്പത് ഗുജറാത്തി ചിത്രങ്ങള്‍ നിര്‍മ്മിക്കപ്പെട്ടെങ്കിലും വളരെ കുറച്ചേ ആര്‍ക്കൈവ്‌ ചെയ്യപ്പെട്ടുള്ളൂ.
"Amiya Chakravarty (30 November 1912-6 March 1957) was an Indian film director, screenwriter, and producer, and the leading film director in Hindi cinema of the 1940s and 1950s.","അമിയ ചക്രവര്‍ത്തി (1912 നവംബര്‍ 30 -- 1957 മാര്‍ച്ച് 6 ) ഒരു ഇന്ത്യന്‍ ചലച്ചിത്രസംവിധായകനും തിരക്കഥാകൃത്തും നിര്‍മ്മാതാവും, 1940കളിലും 1950കളിലും ഹിന്ദി സിനിമയിലെ മുന്‍നിരസംവിധായകനുമായിരുന്നു."
"Other actors he has frequently collaborated with include Rekha, Madhuri Dixit, Anil Kapoor, Shah Rukh Khan, and Amrish Puri.","അദ്ദേഹം പലവുരു സഹകരിച്ച മറ്റു നടീനടന്മാരില്‍ രേഖ, മാധുരി ദീക്ഷിത്, അനില്‍ കപൂര്‍, ഷാ രൂഖ് ഖാന്‍, അമ്രീഷ് പുരി എന്നിവര്‍ ഉള്‍പ്പെടുന്നു."
"The waterfall, the mystical forests and water bodies above the cliffs and the lead pair escaping an avalanche all add to the spectacle.","ആ വെള്ളച്ചാട്ടം, ഗൂഢാത്മകതയുള്ള കാടുകള്‍, കുത്തനെയുള്ള മലഞ്ചെരിവുകൾക്ക് മുകളിലുള്ള ജലാശയങ്ങള്‍, നായികാനായകന്മാര്‍ ഒരു ഹിമപാതത്തിൽനിന്നു രക്ഷപ്പെടുന്നത് എന്നിവയെല്ലാം ശ്രദ്ധേയങ്ങളായ ദൃശ്യങ്ങൾക്ക് മുതൽക്കൂട്ടുന്നു."
"Pandurang, an assassin previously sent by Babli as an undercover servant, later joins Gopal's side on hearing about Sameer's truth and fights the gangsters off, with the fight finally ending with Gopal being accidentally stabbed by Babli in his butt with a knife and falling unconscious soon after, but not before warning Madhav, Lucky, and Laxman not to touch the knife, leaving the three friends in laughter.","ഒരു സേവകൻ്റെ കപടവേഷത്തിൽ നേരത്തെ ബബ്ലി അയച്ച പാണ്ഡുരംഗ് എന്ന ഒരു കൊലപാതകി പിന്നീട് സമീറിൻ്റെ സത്യാവസ്ഥയെക്കുറിച്ചുകേട്ടതിനുശേഷം ഗോപാലിൻ്റെ പക്ഷം ചേരുകയും, ഗുണ്ടാസംഘത്തെ എതിർത്തോടിക്കുകയും ആ ഏറ്റുമുട്ടൽ ബബ്ലിയുടെ കത്തികൊണ്ടുള്ള കുത്ത് യദൃച്ഛയാ ഗോപാലിൻ്റെ പൃഷ്ഠത്തിൽ ഏൽക്കുകയും താമസിയാതെ ബോധം മറഞ്ഞുവീഴുംമുമ്പേ അയാൾ മാധവ്, ലക്കി, ലക്ഷ്മൺ എന്നീ മൂന്നുകൂട്ടുകാരെ ചിരിപ്പിച്ചുകൊണ്ട് കത്തി തൊട്ടുപോകരുതെന്ന് താക്കീതുനൽകുകയും ചെയ്യുന്നു."
"On their wedding day, however, Vaidehi does not show up and is revealed to have run away to Mumbai.","എങ്കിലും, അവരുടെ വിവാഹദിവസം വൈദേഹി പ്രത്യക്ഷപ്പെടുന്നില്ലെന്നു മാത്രമല്ല അവര്‍ മുംബൈയിലേക്ക് ഓടിപ്പോയെന്നു വെളിപ്പെടുകയും ചെയ്യുന്നു."
"Bantu begins to address the issues plaguing the house by patching up Ramachandra's broken relationship with Yasu (which was fragile because Ramachandra had an affair with a woman 7 years ago), settling the dispute with Paidathalli, and reforming the corrupt family members, Kashiram and Sitaram.","രാമചന്ദ്രയ്ക്ക് യാസുവുമായിട്ടുള്ള തകര്‍ന്ന ബന്ധം (രാമചന്ദ്രയ്ക്ക് ഒരു സ്ത്രീയുമായി 7 വര്‍ഷം മുന്‍പ്‌ ഒരു ബന്ധം ഉണ്ടായിരുന്നതിനാല്‍ അത് ദുര്‍ബ്ബലമായിരുന്നു) ശരിയാക്കിയെടുത്തും പൈദാതല്ലിയുമായുള്ള തര്‍ക്കം തീര്‍പ്പാക്കിയും കാശീറാം, സീതാറാം എന്നീ ദുർവൃത്തരായ കുടുംബാംഗങ്ങളെ സന്മാർഗികളാക്കിയും, കുടുംബത്തെ ബാധിച്ചിരിക്കുന്ന പ്രശ്നങ്ങള്‍ ബന്തു കൈകാര്യം ചെയ്യാന്‍ തുടങ്ങുന്നു."
"Because a single channel was catering to an ever-growing audience, television programming quickly reached saturation.",എന്നും വളർന്നുകൊണ്ടേയിരിക്കുന്ന ഒരു പ്രേക്ഷകസമൂഹത്തിൻ്റെ ആവശ്യങ്ങൾ നിവർത്തിക്കാൻ ഒരേയൊരു ചാനല്‍ മാത്രമേ ഉണ്ടായിരുന്നുള്ളൂ എന്നതിനാല്‍ ടെലിവിഷന്‍ പ്രോഗ്രാമിംഗ് പെട്ടെന്നുതന്നെ പൂരിതനിലയിലായി.
"Beta (Translation: Son) is a 1992 Indian Hindi drama film, directed by Indra Kumar and written by Naushir Khatau and Kamlesh Pandey.",1992ല്‍ നൗഷീര്‍ ഖട്ടൌവും കമലേഷ് പാണ്ഡേയും എഴുതി ഇന്ദ്രകുമാര്‍ സംവിധാനം ചെയ്ത ഒരു നാടകീയ ഇന്ത്യന്‍ ഹിന്ദി ചലച്ചിത്രമാണ് ബേട്ടാ (പരിഭാഷ: മകന്‍).
This is more efficient than broadcasting to a single country because domestic entertainment programs and information gathered by domestic news staff can be cheaply repackaged for non-domestic audiences.,തദ്ദേശീയവാർത്താലേഖകർ സമ്പാദിക്കുന്ന വിനോദപരിപാടികളും വിവരങ്ങളും ചെലവു കുറച്ച് വൈദേശിക പ്രേക്ഷകര്‍ക്കുവേണ്ടി പുനരവതരിപ്പിക്കാം എന്നതിനാൽ ഇത് ഒരേയൊരു രാജ്യത്തേക്ക് പ്രക്ഷേപണം ചെയ്യുന്നതിനേക്കാള്‍ കൂടുതല്‍ കാര്യക്ഷമമാണ്.
"Dhinendra, who becomes angered by Chitti's victory, releases Pakshi's spirit from the synthesizer.",ചിട്ടിയുടെ വിജയത്തില്‍ കോപിഷ്ടനായിത്തീർന്ന ധിനേന്ദ്ര സിന്തസൈസറില്‍ നിന്ന് പക്ഷിയുടെ ആത്മാവിനെ തുറന്നുവിടുന്നു.
"Not just visually, where we see the Superstar with one human eye and one scarred metallic eye, but also intentionally spelled out when the bad robot announces that he has created ""Terminators.""","ഒരു മനുഷ്യക്കണ്ണും മറ്റൊരു മുറിപ്പാടുള്ള ലോഹക്കണ്ണുമുള്ള സൂപ്പര്‍ സ്റ്റാറിനെ കാണുമ്പോള്‍ കാഴ്ചകൊണ്ടുമാത്രമല്ല ഉദ്ദേശപൂർവ്വകമായും താന്‍ ""ടെര്‍മിനേറ്റര്‍"" മാരെ സൃഷ്ടിച്ചുവെന്ന് ദുഷ്ടകഥാപാത്രമായ റോബോട്ട് പ്രഖ്യാപിക്കുന്നു."
"Following its success, the film was screened in the East Asian markets; it was released in Taiwan on December 17, 2010, followed by Hong Kong on September 1, 2011.",അതിൻ്റെ വിജയത്തെ തുടര്‍ന്ന് ഈ ചിത്രം കിഴക്കനേഷ്യന്‍ രാജ്യങ്ങളില്‍ പ്രദര്‍ശിപ്പിച്ചു; തെയ്‌വാനില്‍ 2010 ഡിസംബര്‍ 17നും തുടര്‍ന്ന് ഹോങ്കോങ്ങില്‍ 2011 സെപ്റ്റംബർ ഒന്നിനും അത് പുറത്തിറക്കി.
"The song received 230 points with 10 sets of 12 points from Belgium, Bulgaria, Hungary, the United Kingdom, Turkey, Albania, Cyprus, Serbia & Montenegro, Sweden, and Germany and also became a smash hit in different countries, especially in Greece.","ബെല്‍ജിയം, ബള്‍ഗേറിയ, ഹംഗറി, യുനൈറ്റഡ് കിങ്ങ്ഡം, ടര്‍ക്കി, അല്‍ബേനിയ, സൈപ്രസ്, സെര്‍ബിയ ആന്‍ഡ്‌ മോണ്ടെനെഗ്രോ, സ്വീഡന്‍, ജര്‍മനി എന്നിവിടങ്ങളില്‍നിന്ന് 12 പോയിന്‍റുകളുടെ 10 സെറ്റുകളുമായി ഈ ഗാനം 230 പോയിന്‍റുകള്‍ നേടുകയും വിവിധ രാജ്യങ്ങളില്‍, വിശേഷിച്ച് ഗ്രീസില്‍, ഒരു തകർപ്പൻ വിജയമായിത്തീരുകയും ചെയ്തു."
"He is best known for directing the critically acclaimed films Gharaonda (1977), starring Amol Palekar and Zarina Wahab, and Dooriyaan (1979), starring Sharmila Tagore and Uttam Kumar.","അമോല്‍ പലേക്കറും സറീന വഹാബും അഭിനയിച്ച ഘരൌന്ദാ (1977), ഷര്‍മിളാ ടാഗോറും ഉത്തം കുമാറും അഭിനയിച്ച ദൂരിയാന്‍ (1979) എന്നീ നിരൂപകപ്രശംസ നേടിയ ചിത്രങ്ങള്‍ സംവിധാനം ചെയ്തതിനാണ് അദ്ദേഹം പ്രശസ്തനായത്."
"In 1951, ""The Lady with a Lamp"" starred Anna Neagle.",1951ല്‍ 'ദ ലേഡി വിത്ത് എ ലാംപി'ല്‍ അന്നാ നീഗിള്‍ താരമായി.
"To make a full-length silent film, a temporary studio was made in the gardens of the family's estate, and they produced a full-length silent film titled The Last Kiss, released in 1931.","അവര്‍ ഒരു മുഴുനീളനിശ്ശബ്ദചിത്രം നിര്‍മ്മിക്കാനായി കുടുംബത്തിന്‍റെ എസ്റ്റേറ്റിലെ പൂന്തോട്ടത്തില്‍ ഒരു താല്‍ക്കാലിക സ്റ്റുഡിയോ നിര്‍മ്മിക്കുകയും 'ദി ലാസ്റ്റ് കിസ്' എന്ന് പേരായ, 1931ല്‍ പുറത്തിറങ്ങിയ ഒരു മുഴുനീളനിശ്ശബ്ദചിത്രം നിര്‍മ്മിക്കുകയും ചെയ്തു."
"It was adapted by Terrence McNally from his own off-Broadway play Frankie and Johnny in the Clair de Lune (1987), which featured Kenneth Welsh and Kathy Bates.","ടെറെന്‍സ് മക് നെല്ലി, തന്‍റെ തന്നെ ബ്രോഡ്വേയ്ക്കു പുറത്തുള്ള നാടകമായ ഫ്രാങ്കി ആന്‍ഡ്‌ ജോണി യെ മാറ്റംവരുത്തിയെടുത്ത ക്ലെയര്‍ ഡി ലൂണി (1987)ല്‍, കെന്നെത്ത് വെല്‍ഷ്, കേത്തി ബേറ്റ്സ് എന്നിവര്‍ അഭിനയിച്ചു."
"In 2011, Kashyap directed That Girl in Yellow Boots, a thriller starring Kalki Koechlin who also co-wrote the film with him.",തന്നോടൊപ്പം ചേർന്ന് കഥയെഴുതിയ കൽക്കി കോക്ളിനെ നായികയാക്കി 'ദാറ്റ് ഗേള്‍ ഇന്‍ യെല്ലോ ബൂട്സ്' എന്ന സ്തോഭജനകമായ ചിത്രം 2011 ൽ കാശ്യപ് സംവിധാനം ചെയ്തു.
She had to learn Greek for the film and also dubbed herself.,ആ ചിത്രത്തിനായി അവര്‍ക്ക് ഗ്രീക്ക് പഠിക്കേണ്ടിവരികയും അവര്‍ സ്വയം ശബ്ദം നൽകുകയും ചെയ്തു.
"The film premiered at the 2016 Sydney Film Festival and the 2016 Cannes Film Festival, in the Director's Fortnight section to a positive response.",2016ലെ സിഡ്നി ഫിലിം ഫെസ്റ്റിവലിലും 2016ലെ കാന്‍ ഫിലിം ഫെസ്റ്റിവലിലെ ഡയറക്റ്റേഴ്സ് ഫോര്‍ട്ട്‌നൈറ്റ്‌ വിഭാഗത്തിലും അനുകൂല പ്രതികരണങ്ങളുമായി ആ ചിത്രം ആദ്യപ്രദർശനം നടത്തി.
"In addition, 3 Idiots won the Grand Prize at the 4th Videoyasan Awards, held by a Japanese organisation of home video retailers in 2014; 3 Idiots was selected as 2013's best video release, beating thousands of films, anime, and television shows, including domestic and foreign Hollywood productions.","ഇത് കൂടാതെ, 2014ല്‍ ഹോം വീഡിയോ റിറ്റെയ്ലേർസിന്‍റെ ഒരു ജാപ്പനീസ് സംഘടന നടത്തിയ നാലാമത് വീഡിയോയസന്‍ പുരസ്കാരത്തില്‍ 3 ഇഡിയറ്റ്സ് ഗ്രാന്‍ഡ്‌ പ്രൈസ് നേടുകയും, തദ്ദേശീയവും വൈദേശികവുമായ ഹോളിവുഡ് ചിത്രങ്ങള്‍ ഉള്‍പ്പെടെയുള്ള ആയിരക്കണക്കിനു ചലച്ചിത്രങ്ങളേയും, ആനിമേഷനുകളേയും ടെലിവിഷന്‍ ഷോകളേയും തോല്‍പ്പിച്ച് 3 ഇഡിയറ്റ്സ് 2013ലെ മികച്ച വീഡിയോ പ്രകാശനമാവുകയും ചെയ്തു."
"Although it is inferred as a Filmfare Award, he said in an interview that ""I did not write a Filmfare Award.""","അതൊരു ഫിലിം ഫെയര്‍ അവാര്‍ഡായി കരുതപ്പെടുന്നുണ്ടെങ്കിലും ""ഞാന്‍ ഒരു ഫിലിം ഫെയര്‍ അവാര്‍ഡ് എന്ന് എഴുതിയിട്ടില്ല"" എന്നാണ് ഒരു അഭിമുഖത്തില്‍ അദ്ദേഹം പറഞ്ഞത്."
"In the Jordan Peele film Us, Addy, a little girl in 1986, walks up to and into the Shaman's Vision Quest attraction, the entrance to which is topped by a Native American man with a headdress on and his right hand pointing at potential questers.","1986 ലെ 'അസ്' എന്ന ജോര്‍ദാന്‍ പീല്‍ ചിത്രത്തില്‍ ആഡി എന്ന കൊച്ചു പെണ്‍കുട്ടി, കവാടത്തിൽ തലപ്പാവണിഞ്ഞുനിൽക്കുന്നതും തൻ്റെ വലതുകൈ തേടിവരാൻ സാധ്യതയുള്ളവരുടെ നേരെ ചൂണ്ടിയതുമായ ഒരമേരിക്കന്‍ ഗോത്രവംശക്കാരൻ കാവല്‍ നില്‍ക്കുന്ന ഷമൻസ്‌ വിഷന്‍ ക്വെസ്റ്റ് അട്രാക്ഷനിലേക്ക് നടന്നടുക്കുകയും അകത്ത് കടക്കുകയും ചെയ്യുന്നു."
"Modern film releases are dubbed into many languages, forming a pan-Indian film movement.",ആധുനികചിത്രങ്ങളുടെ പ്രകാശനച്ചടങ്ങുകൾ ഒരു പാന്‍ ഇന്ത്യന്‍ ചലച്ചിത്രപ്രസ്ഥാനം തീര്‍ത്തുകൊണ്ട് പല ഭാഷകളിലേക്കും മൊഴിമാറ്റം ചെയ്യപ്പെടുന്നു.
"Aamir Khan, who had never before made a remake film in his career, was initially hesitant to do the film but was convinced by Suriya, the original star of the Tamil Ghajini, who told him he was ""the only one who could do justice to the character.""","തന്‍റെ ചലച്ചിത്രജീവിതത്തിൽ ഒരിക്കലും ഒരു പുനർനിർമ്മിതി ചെയ്തിട്ടില്ലാത്ത ആമിര്‍ ഖാന്‍ ആദ്യം മടിച്ചെങ്കിലും, ""കഥാപാത്രത്തോട് നീതി പുലര്‍ത്താന്‍ കഴിയുന്ന ഒരേയൊരാള്‍"" താങ്കളാണെന്ന് പറഞ്ഞ് തമിഴിലെ ഗജിനിയുടെ ആദ്യത്തെ താരമായ സൂര്യ അദ്ദേഹത്തെ ബോദ്ധ്യപ്പെടുത്തുകയായിരുന്നു."
"In 2000, he recorded Rescue with drummer Dennis Chambers (Carlos Santana, John McLaughlin, et al.), and in 2006, he released Chateau Benares with guests DJ Logic and Keller Williams (guitar and bass).","2000 ല്‍ ഡ്രമ്മര്‍ ഡെന്നിസ് ചേംബേഴ്സു(കാര്‍ലോസ് സന്താന, ജോണ്‍ മക് ലോഗ്ലിന്‍ തുടങ്ങിയവര്‍)മായി ചേർന്ന് അദ്ദേഹം റെസ്ക്യൂ റെക്കോര്‍ഡ് ചെയ്യുകയും 2006ല്‍ ഡി.ജെ.ലോജിക്കും കെല്ലര്‍ വില്യംസും (ഗിറ്റാറും ബാസും) അതിഥികളായി 'ഷാറ്റോ ബനാറസ്' പുറത്തിറക്കുകയും ചെയ്തു."
Many comedy and drama programmes from the Radio 4 archives are broadcast on BBC Radio 4 Extra.,"റേഡിയോ 4 ആര്‍ക്കൈവ്‌സില്‍ നിന്നുള്ള പല ഹാസ്യ , നാടക പരിപാടികളും ബി.ബി.സി. റേഡിയോ 4 എക്സ്ട്രായില്‍ പ്രക്ഷേപണം ചെയ്യപ്പെടുന്നു."
National Film Awards are also given to the best films in the regional languages of India.,ഇന്ത്യയിലെ പ്രാദേശിക ഭാഷകളിലുള്ള ഏറ്റം മികച്ച ചിത്രങ്ങള്‍ക്കും ദേശീയ ചലച്ചിത്ര പുരസ്കാരങ്ങള്‍ നല്‍കപ്പെടുന്നു.
"Neha's in-laws think Nikita has died, and Nikita realizes that a way out of her problems is to impersonate Neha.",നേഹയുടെ ഭര്‍തൃകുടുംബം നികിത മരിച്ചു എന്ന് കരുതുന്നതിനാല്‍ തന്‍റെ പ്രശ്നങ്ങളില്‍ നിന്ന് പുറത്തുകടക്കാന്‍ ഒരു വഴി നേഹയായി ആള്‍മാറാട്ടം നടത്തുകയാണ് എന്ന് നികിത തിരിച്ചറിയുന്നു.
"The lyrics for the two songs were penned by Sahithi, and the remaining songs were written by Ramajogayya Sastry, Chandrabose, Devi Sri Prasad, and Bhaskarabhatla.","ആ രണ്ടു ഗാനങ്ങള്‍ക്കുള്ള വരികള്‍ എഴുതിയത് സാഹിതിയും ബാക്കിയുള്ള ഗാനങ്ങൾ എഴുതിയത് രാമജോഗയ്യ ശാസ്ത്രി, ചന്ദ്രബോസ്, ദേവി ശ്രീ പ്രസാദ്, ഭാസ്കരഭട്ട്ലാ എന്നിവരും ആയിരുന്നു."
"Shubhra Gupta of The Indian Express gave the film 2.5 out of 5, complimenting the lead performers who ""play well together"" but are forced to ""boost a limp story.""",ഇന്ത്യന്‍ എക്സ്പ്രസ്സിലെ ശുഭ്ര ഗുപ്ത ചിത്രത്തിന് അഞ്ചില്‍ 2.5 നല്‍കുകയും 'ഒരു മുടന്തന്‍ കഥയ്ക്ക് ഊക്ക് നല്‍കാനായി' നിര്‍ബന്ധിക്കപ്പെട്ടെങ്കിലും 'നന്നായി ഒന്നിച്ചുപ്രവർത്തിച്ചതിന്' മുഖ്യനടീനടന്മാരെ അഭിനന്ദിക്കുകയും ചെയ്തു.
"Like the 51st edition, this edition was also held in a hybrid format that combined online and face-to-face participation.",51-ാം എഡിഷന്‍ പോലെ ഈ എഡിഷനും ഓണ്‍ലൈനും മുഖാമുഖപങ്കാളിത്തവും സംയോജിപ്പിച്ച സങ്കര രൂപത്തിലാണ് നടത്തിയത്.
"Soma Kerala Palace, Kochi, was shown in the movie as the KARMA Institute (school of Guruswamy).",കൊച്ചിയിലെ സോമ കേരള പാലസ് ചിത്രത്തില്‍ കര്‍മ ഇന്‍സ്റ്റിട്ട്യൂട്ട് (ഗുരുസ്വാമിയുടെ സ്കൂള്‍) ആയി കാണിച്ചു.
"The vocals were performed by: Nikhil D'Souza, Monali Thakur, Lucky Ali, Rahat Fateh Ali Khan, Shekhar Ravjiani, Caralisa Monteiro, Mohit Chauhan, Shruti Pathak, Vishal Dadlani, Shilpa Rao and Abhijit Vaghani.","നിഖില്‍ ഡിസൂസ, മോണാലി താക്കൂര്‍, ലക്കി അലി, രഹത് ഫത്തേ അലി ഖാന്‍, ശേഖര്‍ രവ്ജിയാനി, കരാലിസ മൊണ്ടീറോ, മോഹിത് ചൌഹാന്‍, ശ്രുതി പഥക്, വിശാല്‍ ദദ്ലാനി, ശില്പാ റാവു, അഭിജിത്ത് വഘാനി എന്നിവർ പാട്ടുകള്‍ക്ക് ശബ്ദം നൽകി."
Yasu then asks Valmiki to train Raj for five years to be as competent as Bantu and become the CEO.,ബന്തുവിനെപ്പോലെ കാര്യശേഷിയുള്ളവനാക്കി സി.ഇ.ഒ. ആക്കിത്തീർക്കാൻ രാജിനെ അഞ്ചുവര്‍ഷത്തേക്ക് പരിശീലിപ്പിക്കാന്‍ യാസു അപ്പോൾ വാല്മീകിയോട് ആവശ്യപ്പെടുന്നു.
"When they follow each other in their cars, Raj saves Meera from dying and tells them to never see him again.",അവര്‍ തങ്ങളുടെ കാറുകളില്‍ പരസ്പരം പിന്തുടരുമ്പോള്‍ രാജ് മീരയെ മരണത്തില്‍നിന്നു രക്ഷിക്കുകയും തന്നെ ഇനി ഒരിക്കലും കാണരുതെന്ന് അവരോടു പറയുകയും ചെയ്യുന്നു.
