eng,mal,Target,Source_Prosody_word
"Citrus fruit is mainly grown in the central parts of Jamaica, particularly between the elevations of 1,000 - 2,500 feet.","ജമൈക്കയുടെ മദ്ധ്യഭാഗങ്ങളിൽ, വിശേഷിച്ചും 1,000 മുതൽ 2,500 അടിവരെയുള്ള ഉയരങ്ങളിൽ, നാരകവർഗ്ഗപ്പഴങ്ങൾ പ്രധാനമായും കൃഷി ചെയ്യുന്നു.","ജമൈക്കയുടെ മദ്ധ്യഭാഗങ്ങളില്‍, വിശേഷിച്ചും 1,000 മുതല്‍ 2,500 അടിവരെയുള്ള ഉയരങ്ങളിലാണ്, നാരകവര്‍ഗ്ഗപ്പഴങ്ങള്‍ പ്രധാനമായും കൃഷി ചെയ്യുന്നത്.","1,000 – 2,500 feet"
"According to a 2010 report, only about 2.1% (or 1,350,000 ha) of Afghanistan is forested.","2010ലെ ഒരു റിപ്പോർട്ട് പ്രകാരം അഫ്ഗാനിസ്ഥാൻ്റെ ഏകദേശം 2.1 ശതമാനത്തിൽ (അഥവാ 1,35,000 ഹെക്ടറിൽ) മാത്രം വനം ഉണ്ട്.","2010ലെ ഒരു റിപ്പോർട്ട് പ്രകാരം അഫ്‌ഗാനിസ്ഥാൻ്റെ ഏകദേശം 2.1 ശതമാനത്തിൽ (അഥവാ 1,35,000 ഹെക്ടറിൽ ) മാത്രമാണ് വനമുള്ളത്.",only about 2.1%
About 44 million metric tonnes of cargo are moved annually through the country's major rivers and waterways.,"രാജ്യത്തെ പ്രധാന നദികൾ, ജലമാർഗ്ഗങ്ങൾ എന്നിവയിലൂടെ ഏതാണ്ട് 44 ദശലക്ഷം മെട്രിക് ടൺ ചരക്ക് പ്രതിവർഷം നീക്കുന്നു.","രാജ്യത്തെ പ്രധാന നദികള്‍, ജലമാര്‍ഗ്ഗങ്ങള്‍ എന്നിവയിലൂടെ ഏതാണ്ട് 44 ദശലക്ഷം മെട്രിക് ടണ്‍ ചരക്കാണ് പ്രതിവര്‍ഷം നീക്കുന്നത്.", cargo
"Like the 51st edition, this edition was also held in a hybrid format that combined online and face-to-face participation."",",51-ാം എഡിഷൻ പോലെ ഈ എഡിഷനും ഓൺലൈനും മുഖാമുഖപങ്കാളിത്തവും സംയോജിപ്പിച്ച സങ്കര രൂപത്തിൽ നടത്തി.,51-ാം എഡിഷന്‍ പോലെ ഈ എഡിഷനും ഓണ്‍ലൈനും മുഖാമുഖപങ്കാളിത്തവും സംയോജിപ്പിച്ച സങ്കര രൂപത്തിലാണ് നടത്തിയത്.,hybrid format
"Although it is inferred as a Filmfare Award, he said in an interview that I did not write a Filmfare Award.",അതൊരു ഫിലിം ഫെയർ അവാർഡായി കരുതപ്പെടുന്നുണ്ടെങ്കിലും ഞാന്‍ ഒരു ഫിലിം ഫെയർ അവാർഡ് എന്ന് എഴുതിയിട്ടില്ല എന്ന് ഒരു അഭിമുഖത്തിൽ അദ്ദേഹം പറഞ്ഞു.,അതൊരു ഫിലിം ഫെയര്‍ അവാര്‍ഡായി കരുതപ്പെടുന്നുണ്ടെങ്കിലും ഞാന്‍ ഒരു ഫിലിം ഫെയര്‍ അവാര്‍ഡ് എന്ന് എഴുതിയിട്ടില്ല  എന്നാണ് ഒരു അഭിമുഖത്തില്‍ അദ്ദേഹം പറഞ്ഞത്.,I did not write
"He is best known for directing the critically acclaimed films Gharaonda (1977), starring Amol Palekar and Zarina Wahab, and Dooriyaan (1979), starring Sharmila Tagore and Uttam Kumar.","അമോൽ പലേക്കറും സറീന വഹാബും അഭിനയിച്ച ഘരൌന്ദാ (1977), ഷർമിളാ ടാഗോറും ഉത്തം കുമാറും അഭിനയിച്ച ദൂരിയാൻ (1979) എന്നീ നിരൂപകപ്രശംസ നേടിയ ചിത്രങ്ങൾ സംവിധാനം ചെയ്തതിന് അദ്ദേഹം പ്രശസ്തനായി.","
അമോല്‍ പലേക്കറും സറീന വഹാബും അഭിനയിച്ച ഘരൌന്ദാ (1977), ഷര്‍മിളാ ടാഗോറും ഉത്തം കുമാറും അഭിനയിച്ച ദൂരിയാന്‍ (1979) എന്നീ നിരൂപകപ്രശംസ നേടിയ ചിത്രങ്ങള്‍ സംവിധാനം ചെയ്തതിനാണ് അദ്ദേഹം പ്രശസ്തനായത്",for directing
"It is published by Encyclopedia Britannica, Inc.; the company has existed since the 18th century, although it has changed ownership various times through the centuries.",എൻസൈക്ലോപീഡിയ ബ്രിട്ടാനിക്കാ ഇൻകോർപറേറ്റഡ് അത് പ്രസിദ്ധീകരിച്ചു; ഈ കമ്പനി പതിനെട്ടാംനൂറ്റാണ്ടുമുതൽ നിലനിൽക്കുന്നതാണെങ്കിലും അതിൻ്റെ ഉടമസ്ഥാവകാശം നൂറ്റാണ്ടുകൾ കടന്നുപോകവേ പലതവണ കൈമാറ്റം ചെയ്യപ്പെട്ടിട്ടുണ്ട്.,എൻസൈക്ലോപീഡിയ ബ്രിട്ടാനിക്കാ ഇൻകോർപറേറ്റഡ് ആണ് അത് പ്രസിദ്ധീകരിച്ചത്; ഈ കമ്പനി പതിനെട്ടാംനൂറ്റാണ്ടുമുതൽ നിലനിൽക്കുന്നതാണെങ്കിലും അതിൻ്റെ ഉടമസ്ഥാവകാശം നൂറ്റാണ്ടുകൾ കടന്നുപോകവേ പലതവണ കൈമാറ്റം ചെയ്യപ്പെട്ടിട്ടുണ്ട്.,"Encyclopedia Britannica, Inc"
"Although Thomas precession (net rotation after a trajectory that returns to its initial velocity) is a purely kinematic effect, it only occurs in curvilinear motion and therefore cannot be observed independently of some external force causing the curvilinear motion, such as that caused by an electromagnetic field, a gravitational field, or a mechanical force, so Thomas precession is usually accompanied by dynamical effects.","തോമസ് പ്രിസെഷൻ (പ്രാരംഭവേഗതയിലേക്ക് മടങ്ങുന്ന ഒരു സഞ്ചാരപഥത്തിന് ശേഷമുള്ള നെറ്റ് റൊട്ടേഷൻ) ഒരു കേവലം ചലനാത്മകമായ പ്രഭാവമാണെങ്കിലും, അത് വക്രരേഖീയമായ ചലനത്തിൽ മാത്രം സംഭവിക്കുന്നതും അതിനാൽ വക്രരേഖീയമായ ചലനമുണ്ടാക്കുന്ന വൈദ്യുതകാന്തിക മണ്ഡലം, ഗുരുത്വാകർഷണ മണ്ഡലം, മെക്കാനിക്കൽ ബലം തുടങ്ങിയ ബാഹ്യബലത്തിൽനിന്ന് സ്വതന്ത്രമായി നിരീക്ഷിക്കാനാകാത്തതും ആയതിനാൽ തോമസ് പ്രിസെഷൻ സാധാരണമായി ചലനാത്മക പ്രഭാവങ്ങളോടൊപ്പം സംഭവിക്കുന്നു.","തോമസ് പ്രിസെഷൻ (പ്രാരംഭവേഗതയിലേക്ക് മടങ്ങുന്ന ഒരു സഞ്ചാരപഥത്തിന് ശേഷമുള്ള നെറ്റ് റൊട്ടേഷൻ ) ഒരു കേവലം ചലനാത്മകമായ പ്രഭാവമാണെങ്കിലും, അത് വക്രരേഖീയമായ ചലനത്തിൽ മാത്രം സംഭവിക്കുന്നതും അതിനാൽ വക്രരേഖീയമായ ചലനമുണ്ടാക്കുന്ന വൈദ്യുതകാന്തിക മണ്ഡലം, ഗുരുത്വാകർഷണ മണ്ഡലം, മെക്കാനിക്കൽ ബലം തുടങ്ങിയ ബാഹ്യബലത്തിൽനിന്ന് സ്വതന്ത്രമായി നിരീക്ഷിക്കാനാകാത്തതും ആയതിനാൽ തോമസ് പ്രിസെഷൻ സാധാരണമായി ചലനാത്മക പ്രഭാവങ്ങളോടൊപ്പം സംഭവിക്കുന്നതാണ്.",accompanied by dynamical effects
"For example, what John Polkinghorne terms 'conceptual' or 'epistemological' reductionism is the definition provided by Simon Blackburn and by Jaegwon Kim: that form of reductionism which concerns a program of replacing the facts or entities involved in one type of discourse with other facts or entities from another type, thereby providing a relationship between them.","ഉദാഹരണത്തിന്, സൈമൺ ബ്ലാക്ക്ബേണും ഏയ്ഗ്‌വൺ കിമ്മും നൽകിയ നിർവചനം ജോൺ പോൾക്കിംഗ്‌ഹോൺ 'ആശയപരമായ' അല്ലെങ്കിൽ 'ജ്ഞാനശാസ്ത്രപരമായ' റിഡക്ഷനിസം എന്ന് വിശേഷിപ്പിക്കുന്നു: ഒരു തരത്തിലുള്ള വ്യവഹാരത്തിൽ ഉൾപ്പെട്ടിരിക്കുന്ന വസ്തുതകൾക്കും ഉണ്മകൾക്കും മറ്റൊരു തരത്തിലുള്ള വ്യവഹാരത്തിൽനിന്നുള്ള മറ്റ് വസ്തുതകളും ഉണ്മകളും പകരം വെച്ച് അങ്ങനെ അവയ്ക്കിടയിൽ ഒരു ബന്ധം സൃഷ്ടിക്കുന്ന ഒരു പ്രോഗ്രാമുമായി ബന്ധപ്പെടുന്ന ആ റിഡക്ഷനിസത്തിൻ്റെ രൂപം.","ഉദാഹരണത്തിന്, സൈമൺ ബ്ലാക്ക്ബേണും ഏയ്ഗ്‌വൺ കിമ്മും നൽകിയ നിർവചനമാണ് ജോൺ പോൾക്കിംഗ്‌ഹോൺ 'ആശയപരമായ' അല്ലെങ്കിൽ 'ജ്ഞാനശാസ്ത്രപരമായ' റിഡക്ഷനിസം എന്ന് വിശേഷിപ്പിക്കുന്നത്: ഒരു തരത്തിലുള്ള വ്യവഹാരത്തിൽ ഉൾപ്പെട്ടിരിക്കുന്ന വസ്തുതകൾക്കും ഉണ്മകൾക്കും മറ്റൊരു തരത്തിലുള്ള വ്യവഹാരത്തിൽനിന്നുള്ള മറ്റ് വസ്തുതകളും ഉണ്മകളും പകരം വെച്ച് അങ്ങനെ അവയ്ക്കിടയിൽ ഒരു ബന്ധം സൃഷ്ടിക്കുന്ന ഒരു പ്രോഗ്രാമുമായി ബന്ധപ്പെടുന്ന ആ റിഡക്ഷനിസത്തിൻ്റെ രൂപം.",the definition
Mains filter capacitors are usually encapsulated in wound plastic film types since these deliver high voltage ratings at a low cost and may be made self-healing and fusible.,"കുറഞ്ഞ ചിലവിൽ ഉയർന്ന റേറ്റിംഗുകൾ നല്കുന്നതിനാലും, സ്വയം ശരിപ്പെടുത്തുന്നതും ഫ്യൂസിബിളും ആക്കാമെന്നതിനാലും മെയിൻസ് ഫിൽറ്റർ കപ്പാസിറ്ററുകൾ സാധാരണ പ്ലാസ്റ്റിക് ഫിലിമിൻ്റെ ആവരണം നൽകപ്പെട്ട് ഒതുക്കിയരൂപത്തിലാക്കുന്നു.
","കുറഞ്ഞ ചിലവിൽ ഉയർന്ന റേറ്റിംഗുകൾ നല്കുന്നതിനാലും , സ്വയം ശരിപ്പെടുത്തുന്നതും ഫ്യൂസിബിളും ആക്കാമെന്നതിനാലും മെയിൻസ് ഫിൽറ്റർ കപ്പാസിറ്ററുകൾ സാധാരണ പ്ലാസ്റ്റിക് ഫിലിമിൻ്റെ ആവരണം നൽകപ്പെട്ട് ഒതുക്കിയരൂപത്തിലാക്കിയതാണ്.",in wound plastic film type
"They are mainly used in high-end audio power amplifiers and RF power amplifiers in wireless cellular networks such as 2G, 3G, and 4G.","2ജി, 3ജി, 4ജി തുടങ്ങിയ വയർലെസ്സ് സെല്ലുലാർ നെറ്റ്‌വർക്കുകളിലെ ഉയർന്ന നിലവാരമുള്ള ഓഡിയോ പവർ ആംപ്ലിഫയറുകളിലും ആർ. എഫ് പവർ ആംപ്ലിഫയറുകളിലും അവ പ്രധാനമായും ഉപയോഗിക്കുന്നു.
","2ജി, 3ജി, 4ജി തുടങ്ങിയ വയർലെസ്സ് സെല്ലുലാർ നെറ്റ്‌വർക്കുകളിലെ ഉയർന്ന നിലവാരമുള്ള ഓഡിയോ പവർ ആംപ്ലിഫയറുകളിലും ആർ. എഫ് പവർ ആംപ്ലിഫയറുകളിലുമാണ് അവ പ്രധാനമായും ഉപയോഗിക്കുന്നത്.",RF power amplifiers 
Autocrine is a cell sending a signal to itself by secreting a molecule that binds to a receptor on its surface.,ഉപരിതലത്തിൽ ഒരു ഗ്രാഹിയുമായി ബന്ധിപ്പിക്കുന്ന ഒരു തന്മാത്ര പുറപ്പെടുവിച്ച് ഒരു കോശം അതിനുതന്നെ സിഗ്‌നൽ അയക്കുന്നതിനാണ് ഓട്ടോക്രൈൻ എന്ന് പറയുന്നത്.,ഉപരിതലത്തിൽ ഒരു ഗ്രാഹിയുമായി ബന്ധിപ്പിക്കുന്ന ഒരു തന്മാത്ര പുറപ്പെടുവിച്ച് ഒരു കോശം അതിനുതന്നെ സിഗ്‌നൽ അയക്കുന്നതിനാണ് ഓട്ടോക്രൈൻ എന്ന് പറയുന്നത്.,sending
Technology has helped teachers create better assessments to help understand where students who are having trouble with the material are having issues.,പഠനഭാഗത്തിൽ ബുദ്ധിമുട്ട് നേരിടുന്ന വിദ്യാർത്ഥികൾ എവിടെ പ്രശ്നമനുഭവിക്കുന്നു എന്ന് മനസ്സിലാക്കാനായി മെച്ചപ്പെട്ട വിലയിരുത്തലുകൾ നടത്തുന്നതിൽ സാങ്കേതികവിദ്യ അധ്യാപകരെ സഹായിച്ചിട്ടുണ്ട്.,പഠനഭാഗത്തിൽ ബുദ്ധിമുട്ട് നേരിടുന്ന വിദ്യാർത്ഥികൾ എവിടെയാണ് പ്രശ്നമനുഭവിക്കുന്നത് എന്ന് മനസ്സിലാക്കാനായി മെച്ചപ്പെട്ട വിലയിരുത്തലുകൾ നടത്തുന്നതിൽ സാങ്കേതികവിദ്യ അധ്യാപകരെ സഹായിച്ചിട്ടുണ്ട്,where students
"Determining the complexity of an algorithm means finding upper bounds or estimates of how many elementary operations, such as additions and multiplications of scalars, are necessary to perform some algorithm, for example, the multiplication of matrices.","മാട്രിക്സുകൾ ഗുണനം ചെയ്യുന്നത് പോലെ ഒരു അൽഗൊരിതം ചെയ്യാൻ സംഖ്യകളുടെ കൂട്ടലും ഗുണിക്കലും പോലുള്ള എത്ര പ്രാഥമികപ്രവർത്തനങ്ങൾ ആവശ്യമാണ് എന്നതിൻ്റെ ഉയർന്ന പരിധികളോ എസ്റ്റിമേറ്റുകളോ കണ്ടെത്തുക ഒരു അൽഗൊരിതത്തിൻ്റെ സങ്കീർണത നിർണ്ണയിക്കുക എന്നതുകൊണ്ട് അർത്ഥമാക്കുന്നു.
",മാട്രിക്സുകൾ ഗുണനം ചെയ്യുന്നത് പോലെ ഒരു അൽഗൊരിതം ചെയ്യാൻ സംഖ്യകളുടെ കൂട്ടലും ഗുണിക്കലും പോലുള്ള എത്ര പ്രാഥമികപ്രവർത്തനങ്ങൾ ആവശ്യമാണ് എന്നതിൻ്റെ ഉയർന്ന പരിധികളോ എസ്റ്റിമേറ്റുകളോ കണ്ടെത്തുക എന്നാണ് ഒരു അൽഗൊരിതത്തിൻ്റെ സങ്കീർണത നിർണ്ണയിക്കുക എന്നതുകൊണ്ട് അർത്ഥമാക്കുന്നത്.,finding upper bounds
"Carbon clusters were first detected by Eric A. Rohlfing, Donald M. Cox, and Andrew Kaldor in 1984, in experiments where graphite was vaporised by a laser and the vapour was quenched by a helium atmosphere.","ലേസർ കൊണ്ട് ഗ്രാഫൈറ്റ് ബാഷ്പീകരിക്കുകയും ഒരു ഹീലിയം അന്തരീക്ഷത്താൽ ആ ബാഷ്പം തണുപ്പിക്കുകയും ചെയ്ത പരീക്ഷണങ്ങളിൽ എറിക് എ. റോൾഫിംഗ്, ഡൊണാൾഡ് എം. കോക്സ്, ആൻഡ്രൂ കാൽഡോർ എന്നിവർ 1984ൽ കാർബൺ ക്ലസ്റ്ററുകൾ ആദ്യമായി കണ്ടുപിടിക്കുന്നു.
","ലേസർ കൊണ്ട് ഗ്രാഫൈറ്റ് ബാഷ്പീകരിക്കുകയും ഒരു ഹീലിയം അന്തരീക്ഷത്താൽ ആ ബാഷ്പം തണുപ്പിക്കുകയും ചെയ്ത പരീക്ഷണങ്ങളിലാണ് എറിക് എ. റോൾഫിംഗ്, ഡൊണാൾഡ് എം. കോക്സ്, ആൻഡ്രൂ കാൽഡോർ എന്നിവർ 1984ൽ കാർബൺ ക്ലസ്റ്ററുകൾ ആദ്യമായി കണ്ടുപിടിക്കുന്നത്.""",in experiments
"He first investigated the rate of decrease in mean temperature with the increase in elevation above sea level, which afforded, by his inquiries regarding the origin of tropical storms, the earliest clue to the detection of the more complicated law governing atmospheric disturbances in higher latitudes.","ഉഷ്ണമേഖലാപ്രദേശങ്ങളിലെ കൊടുങ്കാറ്റുകളുടെ ഉത്ഭവവുമായി ബന്ധപ്പെട്ട അദ്ദേഹത്തിൻ്റെ അന്വേഷണങ്ങളിലൂടെ, ഉയർന്ന അക്ഷാംശങ്ങളിലെ അന്തരീക്ഷക്ഷോഭങ്ങളെ നിയന്ത്രിക്കുന്ന കൂടുതൽ സങ്കീർണമായ നിയമം കണ്ടുപിടിക്കുന്നതിലേക്കുള്ള ഏറ്റവും ആദ്യത്തെ സൂചന നൽകിയ, സമുദ്രനിരപ്പിന് മുകളിലുള്ള വിതാനവർദ്ധനവിനോടൊപ്പം ശരാശരി താപനില കുറയുന്നതിൻ്റെ നിരക്കിനെ കുറിച്ചുള്ള അന്വേഷണം അദ്ദേഹം ആദ്യം നടത്തി.","ഉഷ്ണമേഖലാപ്രദേശങ്ങളിലെ കൊടുങ്കാറ്റുകളുടെ ഉത്ഭവവുമായി ബന്ധപ്പെട്ട അദ്ദേഹത്തിൻ്റെ അന്വേഷണങ്ങളിലൂടെ, ഉയർന്ന അക്ഷാംശങ്ങളിലെ അന്തരീക്ഷക്ഷോഭങ്ങളെ നിയന്ത്രിക്കുന്ന കൂടുതൽ സങ്കീർണമായ നിയമം കണ്ടുപിടിക്കുന്നതിലേക്കുള്ള ഏറ്റവും ആദ്യത്തെ സൂചന നൽകിയ, സമുദ്രനിരപ്പിന് മുകളിലുള്ള വിതാനവർദ്ധനവിനോടൊപ്പം ശരാശരി താപനില കുറയുന്നതിൻ്റെ നിരക്കിനെ കുറിച്ചുള്ള അന്വേഷണമാണ് അദ്ദേഹമാദ്യം നടത്തിയത്.", investigated the rate of decrease
"As noted above, most DNA molecules are two polymer strands bound together in a helical fashion by noncovalent bonds; this double-stranded structure is maintained largely by the intrastrand base stacking interactions, which are strongest for G and C stacks.","മുകളിൽ പരാമർശിച്ചതുപോലെ, നോൺകോവാലൻ്റ് ആയ ബോണ്ടുകളാൽ വളയ രൂപത്തിൽ പരസ്പരം ബന്ധിപ്പിക്കപ്പെട്ട രണ്ട് പോളിമർ പിരികളാണ് മിക്ക ഡി. എൻ. എ തന്മാത്രകളും; ജി സ്റ്റാക്കുകളിലും സി സ്റ്റാക്കുകളിലും ഏറ്റവും ശക്തമാവുന്ന, പിരികൾക്കിടയിലെ ബേസ് സ്റ്റാക്കിങ് പാരസ്പര്യങ്ങളിലൂടെ ഈ ഇരട്ടപ്പിരിയൻ ഘടന പ്രധാനമായും നിലനിർത്തപ്പെടുന്നു.
","മുകളിൽ പരാമർശിച്ചതുപോലെ, നോൺകോവാലൻ്റ് ആയ ബോണ്ടുകളാൽ വളയ രൂപത്തിൽ പരസ്പരം ബന്ധിപ്പിക്കപ്പെട്ട രണ്ട് പോളിമർ പിരികളാണ് മിക്ക ഡി. എൻ. എ തന്മാത്രകളും; ജി സ്റ്റാക്കുകളിലും സി സ്റ്റാക്കുകളിലും ഏറ്റവും ശക്തമാവുന്ന, പിരികൾക്കിടയിലെ ബേസ് സ്റ്റാക്കിങ് പാരസ്പര്യങ്ങളിലൂടെയാണ് ഈ ഇരട്ടപ്പിരിയൻ ഘടന പ്രധാനമായും നിലനിർത്തപ്പെടുന്നത്.",base stacking interactions
"This came a month after the SBI board had, on 17 May 2016, cleared a proposal to merge its five associate banks and Bharatiya Mahila Bank with itself.","2016 മെയ് 17ൽ എസ്. ബി. ഐ ബോർഡ് അതിൻ്റെ അഞ്ച് അനുബന്ധബാങ്കുകളും ഭാരതീയ മഹിളാബാങ്കും തങ്ങളിൽ ലയിപ്പിക്കാനുള്ള നിർദ്ദേശം അംഗീകരിച്ച് ഒരു മാസം കഴിഞ്ഞ് ഇത് സംഭവിച്ചു.
",2016 മെയ് 17ൽ എസ്. ബി. ഐ ബോർഡ് അതിൻ്റെ അഞ്ച് അനുബന്ധബാങ്കുകളും ഭാരതീയ മഹിളാബാങ്കും തങ്ങളിൽ ലയിപ്പിക്കാനുള്ള നിർദ്ദേശം അംഗീകരിച്ച് ഒരു മാസം കഴിഞ്ഞാണ് ഇത് സംഭവിച്ചത്.,a month after
"It was introduced in 1994 as a subscription service transmitted by satellite television provider DirecTV for 13 hours a day, seven days a week.","ഉപഗ്രഹ ടെലിവിഷൻ ദാതാവായ ഡയറക് ടിവി ദിവസം 13 മണിക്കൂർ വീതം ആഴ്ചയിൽ ഏഴുദിവസവും സംപ്രേക്ഷണം ചെയ്യുന്ന ഒരു സബ്‌സ്‌ക്രിപ്ഷൻ സേവനമായി 1994ൽ അത് അവതരിപ്പിച്ചു.
","""ഉപഗ്രഹ ടെലിവിഷൻ ദാതാവായ ഡയറക് ടിവി ദിവസം 13 മണിക്കൂർ വീതം ആഴ്ചയിൽ ഏഴുദിവസവും സംപ്രേക്ഷണം ചെയ്യുന്ന ഒരു സബ്‌സ്‌ക്രിപ്ഷൻ സേവനമായാണ് 1994ൽ അത് അവതരിപ്പിച്ചത്.",a subscription service
"Apple evangelist Guy Kawasaki has called brand fanaticism something that was stumbled upon, while I've explained in 2014 that people have an incredibly personal relationship with Apple's products.","ആപ്പിൾ ഉൽപ്പന്നങ്ങളുമായി ആളുകൾക്ക് അവിശ്വസനീയമാംവിധം വ്യക്തിപരമായ ഒരു ബന്ധമാണുള്ളത് എന്ന് ഞാൻ 2014ൽ വിശദീകരിച്ചിരിക്കെ, ആപ്പിൾ സുവിശേഷകൻ ഗയ് കവാസാക്കി ബ്രാൻഡ് ഭ്രാന്തിനെ യാദൃശ്ചികമായി കിട്ടിയ ഒന്ന് എന്ന് വിശേഷിപ്പിച്ചു.
","ആപ്പിൾ ഉൽപ്പന്നങ്ങളുമായി ആളുകൾക്ക് അവിശ്വസനീയമാംവിധം വ്യക്തിപരമായ ഒരു ബന്ധമാണുള്ളത് എന്ന് ഞാൻ 2014ൽ വിശദീകരിച്ചിരിക്കെ, ആപ്പിൾ സുവിശേഷകൻ ഗയ് കവാസാക്കി ബ്രാൻഡ് ഭ്രാന്തിനെ യാദൃശ്ചികമായി കിട്ടിയ ഒന്ന് എന്നാണ് വിശേഷിപ്പിച്ചത്.",something that was stumbled upon
"The bulk of the scripture is divided into 31 main ragas, with each Granth raga subdivided according to length and author.","വേദഗ്രന്ഥത്തിന്റെ ഭൂരിഭാഗവും ഓരോ ഗ്രന്ഥരാഗവും നീളത്തിനും രചയിതാവിനും അനുസരിച്ച് പുനർവിഭജനം ചെയ്ത 31 പ്രധാനരാഗങ്ങളായി വിഭജിച്ചു.
",ഓരോ ഗ്രന്ഥരാഗവും നീളത്തിനും രചയിതാവിനും അനുസരിച്ച് പുനര്‍വിഭജനം ചെയ്ത 31 പ്രധാനരാഗങ്ങളായി വിഭജിച്ചതാണ് വേദഗ്രന്ഥത്തിന്‍റെ ഭൂരിഭാഗവും.,is divided into 31 main ragas
"The Bagh caves, like those at Ajanta, were excavated on a perpendicular sandstone rock face of a hill across the seasonal stream of Baghani",ബഘാനി എന്ന വർഷകാലത്തെ അരുവിക്കുകുറുകേയുള്ള മണൽക്കല്ല് കൊണ്ടുള്ള കുന്നിൻ്റെ ലംബമായ ശിലാമുഖത്ത് അജന്തയിലേതുപോലുള്ള ബാഗ് ഗുഹകൾ ഖനനം ചെയ്തെടുത്തു.,ബഘാനി എന്ന വർഷകാലത്തെ അരുവിക്കുകുറുകേയുള്ള മണൽക്കല്ല് കൊണ്ടുള്ള കുന്നിൻ്റെ ലംബമായ ശിലാമുഖത്താണ് അജന്തയിലേതുപോലുള്ള ബാഗ് ഗുഹകൾ ഖനനം ചെയ്തെടുത്തത്.,rock face
Munnar is carpeted by thick forests and tea estates.,"ഇടതൂർന്ന വനങ്ങളാലും തേയിലത്തോട്ടങ്ങളാലും പരവതാനി വിരിച്ചു മൂന്നാർ.
",ഇടതൂര്‍ന്ന വനങ്ങളാലും തേയിലത്തോട്ടങ്ങളാലും പരവതാനി വിരിച്ചതാണ് മൂന്നാര്‍.,carpeted
The idea of using a net was borrowed from tennis.,"വല ഉപയോഗിക്കുക എന്ന ആശയം ടെന്നീസിൽ നിന്ന് കടമെടുത്തതാണ്.
",ടെന്നീസില്‍ നിന്ന് കടമെടുത്തതാണ് വല ഉപയോഗിക്കുക എന്ന ആശയം.,was borrowed from tennis
"Originally named Mintonette, it was created as a gentle indoor sport for older players to be able to exert a bit of athletic effort by keeping the ball in the air.","ആദ്യം മിൻ്റോനെറ്റ് എന്ന് പേരിട്ട ഈ കളി, പ്രായമായ കളിക്കാർക്ക് പന്ത് വായുവിൽ നിർത്തി അൽപം കായികാദ്ധ്വാനം ചെലുത്താൻ സഹായിക്കുന്ന ചുമരുകൾക്കുള്ളിലെ സൗമ്യമായ കായികവിനോദം എന്ന നിലയ്ക്ക് സൃഷ്ടിച്ചു.
","ആദ്യം മിൻ്റോനെറ്റ് എന്ന് പേരിട്ട ഈ കളി, പ്രായമായ കളിക്കാര്‍ക്ക് പന്ത് വായുവില്‍ നിര്‍ത്തി അല്‍പം കായികാദ്ധ്വാനം ചെലുത്താന്‍ സഹായിക്കുന്ന ചുമരുകൾക്കുള്ളിലെ സൗമ്യമായ കായികവിനോദം എന്ന നിലയ്ക്കാണ് സൃഷ്ടിച്ചത്.",as a gentle indoor sport 
"The first T-20 international match took place on August 5, 2004, between the women's teams of England and New Zealand.",ഇംഗ്ലണ്ടിന്‍റെയും ന്യൂസിലാൻഡിന്‍റെയും വനിതാടീമുകള്‍ തമ്മില്‍ 2004 ആഗസ്റ്റ് 5ന്  ആദ്യത്തെ അന്താരാഷ്ട്ര ടി.20 മാച്ച് നടന്നു.,ഇംഗ്ലണ്ടിന്‍റെയും ന്യൂസിലാൻഡിന്‍റെയും വനിതാടീമുകള്‍ തമ്മില്‍ 2004 ആഗസ്റ്റ് 5നാണ് ആദ്യത്തെ അന്താരാഷ്ട്ര ടി.20 മാച്ച് നടന്നത്.,"on August 5, 2004"
"The first T-20 international match between men's teams was played on February 17, 2005, between Australia and New Zealand.",ഓസ്ട്രേലിയക്കും ന്യൂസിലാൻഡിനും ഇടയില്‍ 2005 ഫെബ്രുവരി 17ന്  പുരുഷന്മാരുടെ ആദ്യ ഇന്‍റര്‍നാഷണല്‍ ടി.20 മാച്ച് നടന്നു,ഓസ്ട്രേലിയക്കും ന്യൂസിലാൻഡിനും ഇടയില്‍ 2005 ഫെബ്രുവരി 17നാണ് പുരുഷന്മാരുടെ ആദ്യ ഇന്‍റര്‍നാഷണല്‍ ടി.20 മാച്ച് നടന്നത്,"on February 17, 2005"
"The game of Volleyball was invented by William G. Morgan in the year 1895 in Holyoke, Massachusetts by YMCA (USA).","മസാച്ചുസെറ്റ്സിലെ (യു.എസ്.എ.) ഹോളിയോക്കിൽ 1895ൽ വില്ല്യം ജി. മോർഗൻ വോളിബോൾ എന്ന കായികവിനോദം കണ്ടുപിടിച്ചു.
",മസാച്ചുസെറ്റ്സിലെ (യു.എസ്.എ.) ഹോളിയോക്കില്‍ 1895ലാണ് വില്ല്യം ജി. മോര്‍ഗന്‍ വോളിബോള്‍ എന്ന കായികവിനോദം കണ്ടുപിടിച്ചത്.,1895
